NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCR_TAR;PCR;TAR;PERC_PCR_TAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS
MONTSIA;22;2020-07-13;2020-07-19;No;56.1851;1.34048;41.9142;22.4540;15;688.5918;460;0;2.8634;8;4;0
MONTSIA;22;2020-07-13;2020-07-19;Si;;;116.5501;0.0000;0;3146.8531;27;0;0.0000;0;0;0
MONTSIA;22;2020-07-12;2020-07-18;No;46.9611;1.1619;40.4173;22.4540;15;697.5734;466;0;3.0435;6;4;0
MONTSIA;22;2020-07-12;2020-07-18;Si;;;116.5501;0.0000;0;3146.8531;27;0;0.0000;0;0;0
MONTSIA;22;2020-07-11;2020-07-17;No;43.8318;1.12619;38.9204;22.4540;15;606.2601;405;0;2.7431;5;4;0
MONTSIA;22;2020-07-11;2020-07-17;Si;;;116.5501;0.0000;0;3030.3030;26;0;0.0000;0;0;0
MONTSIA;22;2020-07-10;2020-07-16;No;45.0329;1.58333;28.4418;14.9693;10;564.3459;377;0;2.6738;5;4;0
MONTSIA;22;2020-07-10;2020-07-16;Si;;;116.5501;0.0000;0;1748.2517;15;0;6.6667;0;0;0
MONTSIA;22;2020-07-09;2020-07-15;No;62.6398;2.20238;28.4418;17.9632;12;591.2908;395;0;2.7990;5;0;0
MONTSIA;22;2020-07-09;2020-07-15;Si;;;116.5501;116.5501;1;1631.7016;14;0;7.1429;0;0;0
MONTSIA;22;2020-07-08;2020-07-14;No;71.1937;2.79762;25.4479;17.9632;12;619.7326;414;0;2.6699;9;0;0
MONTSIA;22;2020-07-08;2020-07-14;Si;;;116.5501;116.5501;1;1748.2517;15;0;6.6667;0;0;0
MONTSIA;22;2020-07-07;2020-07-13;No;73.5104;3.27381;22.4540;17.9632;12;603.2663;403;0;2.9851;5;0;0
MONTSIA;22;2020-07-07;2020-07-13;Si;;;116.5501;116.5501;1;2214.4522;19;0;5.2632;0;0;0
MONTSIA;22;2020-07-06;2020-07-12;No;75.5954;3.60714;20.9571;19.4602;13;592.7877;396;0;3.2911;5;0;0
MONTSIA;22;2020-07-06;2020-07-12;Si;;;116.5501;116.5501;1;2214.4522;19;0;5.2632;0;0;0
MONTSIA;22;2020-07-05;2020-07-11;No;69.5007;3.57143;19.4602;17.9632;12;579.3153;387;0;3.1088;5;0;0
MONTSIA;22;2020-07-05;2020-07-11;Si;;;116.5501;116.5501;1;2214.4522;19;0;5.2632;0;0;0
MONTSIA;22;2020-07-04;2020-07-10;No;56.456;3.42857;16.4663;16.4663;11;528.4193;353;0;3.1250;5;0;0
MONTSIA;22;2020-07-04;2020-07-10;Si;;;116.5501;116.5501;1;2447.5524;21;0;4.7619;0;0;0
MONTSIA;22;2020-07-03;2020-07-09;No;36.5681;2.71429;13.4724;13.4724;9;504.4683;337;0;2.6786;7;0;0
MONTSIA;22;2020-07-03;2020-07-09;Si;;;116.5501;116.5501;1;2214.4522;19;0;0.0000;0;0;0
MONTSIA;22;2020-07-02;2020-07-08;No;20.9571;2.0;10.4785;10.4785;7;465.5479;311;0;2.2654;7;0;0
MONTSIA;22;2020-07-02;2020-07-08;Si;;;0.0000;0.0000;0;2214.4522;19;0;0.0000;0;0;0
MONTSIA;22;2020-07-01;2020-07-07;No;9.62318;1.28571;7.4846;7.4846;5;414.6520;277;0;1.8116;3;0;0
MONTSIA;22;2020-07-01;2020-07-07;Si;;;0.0000;0.0000;0;1981.3519;17;0;0.0000;0;0;0
MONTSIA;22;2020-06-30;2020-07-06;No;3.20773;0.714286;4.4908;4.4908;3;389.2040;260;0;0.7722;2;0;0
MONTSIA;22;2020-06-30;2020-07-06;Si;;;0.0000;0.0000;0;1631.7016;14;0;0.0000;0;0;0
MONTSIA;22;2020-06-29;2020-07-05;No;0.427697;0.285714;1.4969;1.4969;1;408.6642;273;0;0.3676;2;0;0
MONTSIA;22;2020-06-29;2020-07-05;Si;;;0.0000;0.0000;0;1515.1515;13;0;0.0000;0;0;0
MONTSIA;22;2020-06-28;2020-07-04;No;0.213848;0.142857;1.4969;1.4969;1;404.1734;270;0;0.3717;2;0;0
MONTSIA;22;2020-06-28;2020-07-04;Si;;;0.0000;0.0000;0;1748.2517;15;0;0.0000;0;0;0
MONTSIA;22;2020-06-27;2020-07-03;No;0.0;0.0;0.0000;0.0000;0;417.6459;279;0;0.0000;2;0;0
MONTSIA;22;2020-06-27;2020-07-03;Si;;;0.0000;0.0000;0;1515.1515;13;0;0.0000;0;0;0
MONTSIA;22;2020-06-26;2020-07-02;No;0.0;0.0;0.0000;0.0000;0;375.7316;251;0;0.0000;0;0;0
MONTSIA;22;2020-06-26;2020-07-02;Si;;;0.0000;0.0000;0;1748.2517;15;0;0.0000;0;0;0
MONTSIA;22;2020-06-25;2020-07-01;No;0.0;0.0;1.4969;0.0000;0;342.7989;229;0;0.0000;0;0;0
MONTSIA;22;2020-06-25;2020-07-01;Si;;;0.0000;0.0000;0;1748.2517;15;0;0.0000;0;0;0
MONTSIA;22;2020-06-24;2020-06-30;No;0.0;0.0;1.4969;0.0000;0;311.3632;208;0;0.0000;0;0;0
MONTSIA;22;2020-06-24;2020-06-30;Si;;;0.0000;0.0000;0;1864.8018;16;0;0.0000;0;0;0
MONTSIA;22;2020-06-23;2020-06-29;No;0.0;0.0;1.4969;0.0000;0;312.8602;209;0;0.0000;0;0;0
MONTSIA;22;2020-06-23;2020-06-29;Si;;;0.0000;0.0000;0;1631.7016;14;0;0.0000;0;0;0
MONTSIA;22;2020-06-22;2020-06-28;No;0.0;0.0;1.4969;0.0000;0;309.8663;207;0;0.0000;0;0;0
MONTSIA;22;2020-06-22;2020-06-28;Si;;;0.0000;0.0000;0;1748.2517;15;0;0.0000;0;0;0
MONTSIA;22;2020-06-21;2020-06-27;No;0.0;0.0;1.4969;0.0000;0;303.8785;203;0;0.0000;0;0;0
MONTSIA;22;2020-06-21;2020-06-27;Si;;;0.0000;0.0000;0;1748.2517;15;0;0.0000;0;0;0
MONTSIA;22;2020-06-20;2020-06-26;No;0.213848;0.142857;1.4969;0.0000;0;293.3999;196;0;0.0000;0;0;0
MONTSIA;22;2020-06-20;2020-06-26;Si;;;0.0000;0.0000;0;1748.2517;15;0;0.0000;0;0;0
MONTSIA;22;2020-06-19;2020-06-25;No;0.427697;0.285714;1.4969;0.0000;0;282.9214;189;0;0.0000;0;0;0
MONTSIA;22;2020-06-19;2020-06-25;Si;;;0.0000;0.0000;0;1282.0512;11;0;0.0000;0;0;0
MONTSIA;22;2020-06-18;2020-06-24;No;1.28309;0.428571;2.9938;1.4969;1;293.3999;196;0;0.5155;0;0;0
MONTSIA;22;2020-06-18;2020-06-24;Si;;;0.0000;0.0000;0;1398.6013;12;0;0.0000;0;0;0
MONTSIA;22;2020-06-17;2020-06-23;No;1.28309;0.428571;2.9938;1.4969;1;324.8357;217;0;0.4651;0;0;0
MONTSIA;22;2020-06-17;2020-06-23;Si;;;0.0000;0.0000;0;1515.1515;13;0;0.0000;0;0;0
MONTSIA;22;2020-06-16;2020-06-22;No;2.56618;0.428571;5.9877;1.4969;1;329.3265;220;0;0.4587;0;0;0
MONTSIA;22;2020-06-16;2020-06-22;Si;;;0.0000;0.0000;0;1398.6013;12;0;0.0000;0;0;0
MONTSIA;22;2020-06-15;2020-06-21;No;3.20773;0.428571;7.4846;1.4969;1;347.2897;232;0;0.4367;0;0;0
MONTSIA;22;2020-06-15;2020-06-21;Si;;;0.0000;0.0000;0;1515.1515;13;0;0.0000;0;0;0
MONTSIA;22;2020-06-14;2020-06-20;No;3.20773;0.428571;7.4846;1.4969;1;365.2530;244;0;0.4149;0;0;0
MONTSIA;22;2020-06-14;2020-06-20;Si;;;0.0000;0.0000;0;1282.0512;11;0;0.0000;0;0;0
MONTSIA;22;2020-06-13;2020-06-19;No;3.20773;0.428571;7.4846;1.4969;1;374.2346;250;0;0.4065;0;0;0
MONTSIA;22;2020-06-13;2020-06-19;Si;;;0.0000;0.0000;0;1165.5011;10;0;0.0000;0;0;0
MONTSIA;22;2020-06-12;2020-06-18;No;3.20773;0.428571;7.4846;1.4969;1;399.6826;267;0;0.3817;0;0;0
MONTSIA;22;2020-06-12;2020-06-18;Si;;;0.0000;0.0000;0;1282.0512;11;0;0.0000;0;0;0
MONTSIA;22;2020-06-11;2020-06-17;No;4.27697;0.714286;5.9877;1.4969;1;410.1612;274;0;0.0000;0;0;0
MONTSIA;22;2020-06-11;2020-06-17;Si;;;0.0000;0.0000;0;1048.9510;9;0;0.0000;0;0;0
MONTSIA;22;2020-06-10;2020-06-16;No;6.84315;1.14286;5.9877;1.4969;1;411.6581;275;0;0.0000;0;0;1
MONTSIA;22;2020-06-10;2020-06-16;Si;;;0.0000;0.0000;0;815.8508;7;0;0.0000;0;0;0
MONTSIA;22;2020-06-09;2020-06-15;No;9.40933;1.57143;5.9877;4.4908;3;416.1489;278;0;0.3636;0;0;1
MONTSIA;22;2020-06-09;2020-06-15;Si;;;0.0000;0.0000;0;1398.6013;12;0;0.0000;0;0;0
MONTSIA;22;2020-06-08;2020-06-14;No;10.2647;1.71429;5.9877;5.9877;4;381.7193;255;0;0.3953;0;0;1
MONTSIA;22;2020-06-08;2020-06-14;Si;;;0.0000;0.0000;0;1165.5011;10;0;0.0000;0;0;0
MONTSIA;22;2020-06-07;2020-06-13;No;10.2647;1.71429;5.9877;5.9877;4;375.7316;251;0;0.4016;0;0;1
MONTSIA;22;2020-06-07;2020-06-13;Si;;;0.0000;0.0000;0;1165.5011;10;0;0.0000;0;0;0
MONTSIA;22;2020-06-06;2020-06-12;No;9.40933;1.57143;5.9877;5.9877;4;377.2285;252;0;0.3984;0;0;1
MONTSIA;22;2020-06-06;2020-06-12;Si;;;0.0000;0.0000;0;1515.1515;13;0;0.0000;0;0;0
MONTSIA;22;2020-06-05;2020-06-11;No;8.55394;1.42857;5.9877;5.9877;4;357.7683;239;0;0.4219;0;0;1
MONTSIA;22;2020-06-05;2020-06-11;Si;;;0.0000;0.0000;0;1748.2517;15;0;0.0000;1;0;0
MONTSIA;22;2020-06-04;2020-06-10;No;4.49082;1.0;4.4908;4.4908;3;359.2653;240;0;0.4202;0;0;1
MONTSIA;22;2020-06-04;2020-06-10;Si;;;0.0000;0.0000;0;1864.8018;16;0;0.0000;1;0;0
MONTSIA;22;2020-06-03;2020-06-09;No;2.56618;0.571429;4.4908;4.4908;3;396.6887;265;0;0.3817;0;0;0
MONTSIA;22;2020-06-03;2020-06-09;Si;;;0.0000;0.0000;0;2097.9020;18;0;0.0000;1;0;0
MONTSIA;22;2020-06-02;2020-06-08;No;0.213848;0.142857;1.4969;1.4969;1;396.6887;265;0;0.0000;0;0;0
MONTSIA;22;2020-06-02;2020-06-08;Si;;;0.0000;0.0000;0;1748.2517;15;0;0.0000;1;0;0
MONTSIA;22;2020-06-01;2020-06-07;No;0.0;0.0;0.0000;0.0000;0;387.7071;259;0;0.0000;0;0;0
MONTSIA;22;2020-06-01;2020-06-07;Si;;;0.0000;0.0000;0;1864.8018;16;0;0.0000;1;0;0
MONTSIA;22;2020-05-31;2020-06-06;No;0.0;0.0;0.0000;0.0000;0;398.1857;266;0;0.0000;0;0;0
MONTSIA;22;2020-05-31;2020-06-06;Si;;;0.0000;0.0000;0;1864.8018;16;0;0.0000;1;0;0
MONTSIA;22;2020-05-30;2020-06-05;No;0.0;0.0;0.0000;0.0000;0;408.6642;273;0;0.0000;0;0;0
MONTSIA;22;2020-05-30;2020-06-05;Si;;;0.0000;0.0000;0;2214.4522;19;0;0.0000;1;0;0
MONTSIA;22;2020-05-29;2020-06-04;No;0.0;0.0;0.0000;0.0000;0;411.6581;275;0;0.0000;0;0;0
MONTSIA;22;2020-05-29;2020-06-04;Si;;;0.0000;0.0000;0;1981.3519;17;0;0.0000;0;0;0
MONTSIA;22;2020-05-28;2020-06-03;No;0.0;0.0;0.0000;0.0000;0;528.4193;353;0;0.0000;0;0;0
MONTSIA;22;2020-05-28;2020-06-03;Si;;;0.0000;0.0000;0;4312.3543;37;0;0.0000;0;0;0
MONTSIA;22;2020-05-27;2020-06-02;No;0.0;0.0;0.0000;0.0000;0;552.3704;369;0;0.0000;0;0;0
MONTSIA;22;2020-05-27;2020-06-02;Si;;;0.0000;0.0000;0;5011.6550;43;0;0.0000;0;0;0
MONTSIA;22;2020-05-26;2020-06-01;No;0.0;0.0;0.0000;0.0000;0;595.7816;398;0;0.0000;1;0;0
MONTSIA;22;2020-05-26;2020-06-01;Si;;;0.0000;0.0000;0;7808.8578;67;0;0.0000;0;0;0
MONTSIA;22;2020-05-25;2020-05-31;No;0.0;0.0;0.0000;0.0000;0;700.5673;468;0;0.0000;1;0;0
MONTSIA;22;2020-05-25;2020-05-31;Si;;;0.0000;0.0000;0;9207.4592;79;0;0.0000;0;0;0
MONTSIA;22;2020-05-24;2020-05-30;No;0.0;0.0;1.4969;0.0000;0;684.1010;457;0;0.0000;1;0;0
MONTSIA;22;2020-05-24;2020-05-30;Si;;;0.0000;0.0000;0;9207.4592;79;0;0.0000;0;0;0
MONTSIA;22;2020-05-23;2020-05-29;No;0.0;0.0;2.9938;0.0000;0;670.6285;448;0;0.0000;1;0;0
MONTSIA;22;2020-05-23;2020-05-29;Si;;;0.0000;0.0000;0;8741.2587;75;0;0.0000;0;0;0
MONTSIA;22;2020-05-22;2020-05-28;No;0.0;0.0;4.4908;0.0000;0;809.8438;541;0;0.0000;1;0;0
MONTSIA;22;2020-05-22;2020-05-28;Si;;;0.0000;0.0000;0;9557.1095;82;0;0.0000;0;0;0
MONTSIA;22;2020-05-21;2020-05-27;No;0.0;0.0;4.4908;0.0000;0;666.1377;445;0;0.0000;1;0;0
MONTSIA;22;2020-05-21;2020-05-27;Si;;;0.0000;0.0000;0;7226.1072;62;0;0.0000;0;0;0
MONTSIA;22;2020-05-20;2020-05-26;No;0.0;0.0;4.4908;0.0000;0;591.2908;395;0;0.0000;1;0;0
MONTSIA;22;2020-05-20;2020-05-26;Si;;;0.0000;0.0000;0;6293.7062;54;0;0.0000;0;0;0
MONTSIA;22;2020-05-19;2020-05-25;No;0.641545;0.142857;4.4908;0.0000;0;532.9101;356;0;0.0000;0;0;0
MONTSIA;22;2020-05-19;2020-05-25;Si;;;0.0000;0.0000;0;3379.9533;29;0;0.0000;0;0;0
MONTSIA;22;2020-05-18;2020-05-24;No;1.92464;0.428571;4.4908;0.0000;0;423.6336;283;0;0.0000;0;0;0
MONTSIA;22;2020-05-18;2020-05-24;Si;;;0.0000;0.0000;0;1981.3519;17;0;0.0000;0;0;0
MONTSIA;22;2020-05-17;2020-05-23;No;3.84927;0.857143;4.4908;1.4969;1;431.1183;288;0;0.3546;0;0;0
MONTSIA;22;2020-05-17;2020-05-23;Si;;;0.0000;0.0000;0;1864.8018;16;0;0.0000;0;0;0
MONTSIA;22;2020-05-16;2020-05-22;No;6.84315;1.14286;5.9877;2.9938;2;425.1306;284;0;0.7194;0;0;0
MONTSIA;22;2020-05-16;2020-05-22;Si;;;0.0000;0.0000;0;1748.2517;15;0;0.0000;0;0;0
MONTSIA;22;2020-05-15;2020-05-21;No;9.08856;1.21429;7.4846;4.4908;3;269.4489;180;0;1.7241;0;0;0
MONTSIA;22;2020-05-15;2020-05-21;Si;;;0.0000;0.0000;0;699.3006;6;0;0.0000;0;0;0
MONTSIA;22;2020-05-14;2020-05-20;No;9.08856;1.21429;7.4846;4.4908;3;402.6765;269;0;1.1236;0;0;0
MONTSIA;22;2020-05-14;2020-05-20;Si;;;0.0000;0.0000;0;932.4009;8;0;0.0000;0;0;0
MONTSIA;22;2020-05-13;2020-05-19;No;9.08856;1.21429;7.4846;4.4908;3;401.1795;268;0;1.1321;0;0;0
MONTSIA;22;2020-05-13;2020-05-19;Si;;;0.0000;0.0000;0;815.8508;7;0;0.0000;0;0;0
MONTSIA;22;2020-05-12;2020-05-18;No;8.01931;1.07143;7.4846;4.4908;3;378.7255;253;0;1.2000;0;0;0
MONTSIA;22;2020-05-12;2020-05-18;Si;;;0.0000;0.0000;0;1165.5011;10;0;0.0000;0;0;0
MONTSIA;22;2020-05-11;2020-05-17;No;6.95007;0.928571;7.4846;4.4908;3;540.3948;361;0;0.8403;0;0;0
MONTSIA;22;2020-05-11;2020-05-17;Si;;;0.0000;0.0000;0;11305.3613;97;0;0.0000;1;0;0
MONTSIA;22;2020-05-10;2020-05-16;No;4.70466;0.785714;5.9877;2.9938;2;532.9101;356;0;0.5698;0;0;0
MONTSIA;22;2020-05-10;2020-05-16;Si;;;0.0000;0.0000;0;11538.4615;99;0;0.0000;1;0;0
MONTSIA;22;2020-05-09;2020-05-15;No;3.5285;0.785714;4.4908;2.9938;2;543.3887;363;0;0.5587;0;0;0
MONTSIA;22;2020-05-09;2020-05-15;Si;;;0.0000;0.0000;0;12354.3123;106;0;0.0000;1;0;0
MONTSIA;22;2020-05-08;2020-05-14;No;2.56618;0.857143;2.9938;2.9938;2;535.9040;358;0;0.2825;0;0;0
MONTSIA;22;2020-05-08;2020-05-14;Si;;;0.0000;0.0000;0;12470.8624;107;0;0.0000;1;0;0
MONTSIA;22;2020-05-07;2020-05-13;No;2.56618;0.857143;2.9938;2.9938;2;396.6887;265;0;0.3846;2;1;0
MONTSIA;22;2020-05-07;2020-05-13;Si;;;0.0000;0.0000;0;12004.6620;103;0;0.0000;1;0;0
MONTSIA;22;2020-05-06;2020-05-12;No;3.84927;0.857143;4.4908;2.9938;2;384.7132;257;0;0.3984;3;1;0
MONTSIA;22;2020-05-06;2020-05-12;Si;;;0.0000;0.0000;0;13053.6130;112;0;0.0000;1;0;0
MONTSIA;22;2020-05-05;2020-05-11;No;3.84927;0.857143;4.4908;2.9938;2;401.1795;268;0;0.3817;3;1;0
MONTSIA;22;2020-05-05;2020-05-11;Si;;;0.0000;0.0000;0;13053.6130;112;0;0.0000;1;0;0
MONTSIA;22;2020-05-04;2020-05-10;No;3.20773;0.714286;4.4908;2.9938;2;446.0877;298;0;0.3413;3;1;0
MONTSIA;22;2020-05-04;2020-05-10;Si;;;0.0000;0.0000;0;32167.8321;276;0;0.0000;0;0;0
MONTSIA;22;2020-05-03;2020-05-09;No;1.92464;0.428571;4.4908;2.9938;2;450.5785;301;0;0.3401;3;1;0
MONTSIA;22;2020-05-03;2020-05-09;Si;;;0.0000;0.0000;0;32284.3822;277;0;0.0000;0;0;0
MONTSIA;22;2020-05-02;2020-05-08;No;0.427697;0.142857;2.9938;1.4969;1;429.6214;287;0;0.0000;3;1;0
MONTSIA;22;2020-05-02;2020-05-08;Si;;;0.0000;0.0000;0;31585.0815;271;0;0.0000;1;0;0
MONTSIA;22;2020-05-01;2020-05-07;No;0.213848;0.142857;1.4969;0.0000;0;416.1489;278;0;0.0000;3;1;0
MONTSIA;22;2020-05-01;2020-05-07;Si;;;0.0000;0.0000;0;31585.0815;271;0;0.0000;1;0;0
MONTSIA;22;2020-04-30;2020-05-06;No;0.427697;0.285714;1.4969;0.0000;0;410.1612;274;0;0.0000;1;0;0
MONTSIA;22;2020-04-30;2020-05-06;Si;;;0.0000;0.0000;0;31585.0815;271;0;0.0000;1;0;0
MONTSIA;22;2020-04-29;2020-05-05;No;0.641545;0.428571;1.4969;1.4969;1;408.6642;273;0;0.3745;0;0;0
MONTSIA;22;2020-04-29;2020-05-05;Si;;;0.0000;0.0000;0;31468.5314;270;0;0.0000;1;0;0
MONTSIA;22;2020-04-28;2020-05-04;No;1.28309;0.428571;2.9938;1.4969;1;369.7438;247;0;0.4184;0;0;0
MONTSIA;22;2020-04-28;2020-05-04;Si;;;0.0000;0.0000;0;31118.8811;267;0;0.0000;1;0;1
MONTSIA;22;2020-04-27;2020-05-03;No;1.28309;0.428571;2.9938;1.4969;1;167.6571;112;0;0.9804;0;0;0
MONTSIA;22;2020-04-27;2020-05-03;Si;;;116.5501;0.0000;0;1864.8018;16;0;0.0000;1;0;1
MONTSIA;22;2020-04-26;2020-05-02;No;1.28309;0.428571;2.9938;1.4969;1;239.5102;160;0;0.6536;0;0;0
MONTSIA;22;2020-04-26;2020-05-02;Si;;;116.5501;0.0000;0;8857.8088;76;0;0.0000;1;0;1
MONTSIA;22;2020-04-25;2020-05-01;No;1.28309;0.428571;2.9938;1.4969;1;241.0071;161;0;0.6536;0;0;0
MONTSIA;22;2020-04-25;2020-05-01;Si;;;116.5501;0.0000;0;8857.8088;76;0;0.0000;0;0;1
MONTSIA;22;2020-04-24;2020-04-30;No;0.855394;0.285714;2.9938;1.4969;1;281.4244;188;0;0.5556;0;0;0
MONTSIA;22;2020-04-24;2020-04-30;Si;;;116.5501;0.0000;0;25874.1258;222;0;0.0000;0;0;1
MONTSIA;22;2020-04-23;2020-04-29;No;1.28309;0.285714;4.4908;1.4969;1;297.8908;199;0;0.5435;0;0;0
MONTSIA;22;2020-04-23;2020-04-29;Si;;;116.5501;0.0000;0;25990.6759;223;0;0.0000;0;0;1
MONTSIA;22;2020-04-22;2020-04-28;No;0.855394;0.285714;2.9938;0.0000;0;300.8846;201;0;0.0000;0;0;0
MONTSIA;22;2020-04-22;2020-04-28;Si;;;116.5501;0.0000;0;25291.3752;217;0;0.0000;0;0;1
MONTSIA;22;2020-04-21;2020-04-27;No;1.28309;0.428571;2.9938;1.4969;1;303.8785;203;0;0.0000;0;0;0
MONTSIA;22;2020-04-21;2020-04-27;Si;;;116.5501;0.0000;0;25874.1258;222;0;0.4525;0;0;0
MONTSIA;22;2020-04-20;2020-04-26;No;1.92464;0.428571;4.4908;1.4969;1;288.9091;193;0;0.0000;0;0;1
MONTSIA;22;2020-04-20;2020-04-26;Si;;;116.5501;116.5501;1;26223.7762;225;0;0.4464;0;0;2
MONTSIA;22;2020-04-19;2020-04-25;No;1.92464;0.428571;4.4908;1.4969;1;251.4857;168;0;0.0000;0;0;1
MONTSIA;22;2020-04-19;2020-04-25;Si;;;116.5501;116.5501;1;25058.2750;215;0;0.4673;0;0;2
MONTSIA;22;2020-04-18;2020-04-24;No;2.56618;0.571429;4.4908;1.4969;1;251.4857;168;0;0.0000;0;0;1
MONTSIA;22;2020-04-18;2020-04-24;Si;;;116.5501;116.5501;1;24941.7249;214;0;0.4717;0;0;2
MONTSIA;22;2020-04-17;2020-04-23;No;4.81159;0.642857;7.4846;1.4969;1;206.5775;138;0;0.0000;0;0;1
MONTSIA;22;2020-04-17;2020-04-23;Si;;;116.5501;116.5501;1;8041.9580;69;0;1.4925;0;0;2
MONTSIA;22;2020-04-16;2020-04-22;No;5.61352;0.535714;10.4785;2.9938;2;196.0989;131;0;0.0000;0;0;1
MONTSIA;22;2020-04-16;2020-04-22;Si;;;116.5501;116.5501;1;8275.0582;71;0;1.4286;0;0;2
MONTSIA;22;2020-04-15;2020-04-21;No;5.61352;0.416667;13.4724;2.9938;2;172.1479;115;0;0.0000;0;0;1
MONTSIA;22;2020-04-15;2020-04-21;Si;;;116.5501;116.5501;1;8508.1585;73;0;1.3889;0;0;2
MONTSIA;22;2020-04-14;2020-04-20;No;4.07381;0.302381;13.4724;1.4969;1;178.1357;119;0;0.0000;0;0;1
MONTSIA;22;2020-04-14;2020-04-20;Si;;;233.1002;116.5501;1;8158.5081;70;0;0.0000;0;0;3
MONTSIA;22;2020-04-13;2020-04-19;No;5.06108;0.338095;14.9693;2.9938;2;173.6448;116;0;0.0000;0;0;1
MONTSIA;22;2020-04-13;2020-04-19;Si;;;116.5501;0.0000;0;7692.3076;66;0;0.0000;0;0;1
MONTSIA;22;2020-04-12;2020-04-18;No;7.19956;0.480952;14.9693;2.9938;2;136.2214;91;0;0.0000;0;0;1
MONTSIA;22;2020-04-12;2020-04-18;Si;;;116.5501;0.0000;0;2797.2027;24;0;0.0000;0;0;1
MONTSIA;22;2020-04-11;2020-04-17;No;10.2719;0.62381;16.4663;2.9938;2;139.2153;93;0;0.0000;0;0;1
MONTSIA;22;2020-04-11;2020-04-17;Si;;;116.5501;0.0000;0;2797.2027;24;0;0.0000;0;0;1
MONTSIA;22;2020-04-10;2020-04-16;No;17.6211;0.980952;17.9632;5.9877;4;125.7428;84;0;0.0000;0;0;1
MONTSIA;22;2020-04-10;2020-04-16;Si;;;116.5501;0.0000;0;2564.1025;22;0;0.0000;0;0;1
MONTSIA;22;2020-04-09;2020-04-15;No;21.4454;1.30238;16.4663;7.4846;5;103.2887;69;0;0.0000;0;0;1
MONTSIA;22;2020-04-09;2020-04-15;Si;;;116.5501;0.0000;0;2447.5524;21;0;0.0000;0;0;1
MONTSIA;22;2020-04-08;2020-04-14;No;28.0997;1.56429;17.9632;10.4785;7;101.7918;68;0;1.5625;0;0;1
MONTSIA;22;2020-04-08;2020-04-14;Si;;;116.5501;0.0000;0;2214.4522;19;0;0.0000;0;0;1
MONTSIA;22;2020-04-07;2020-04-13;No;32.7188;1.82143;17.9632;11.9755;8;95.8040;64;0;3.3898;0;0;1
MONTSIA;22;2020-04-07;2020-04-13;Si;;;116.5501;116.5501;1;3030.3030;26;0;3.8462;0;0;0
MONTSIA;22;2020-04-06;2020-04-12;No;36.6037;1.88095;19.4602;11.9755;8;101.7918;68;0;3.2258;0;0;0
MONTSIA;22;2020-04-06;2020-04-12;Si;;;116.5501;116.5501;1;3146.8531;27;0;3.7037;0;0;0
MONTSIA;22;2020-04-05;2020-04-11;No;40.6312;1.80952;22.4540;11.9755;8;92.8102;62;0;3.5714;0;0;1
MONTSIA;22;2020-04-05;2020-04-11;Si;;;116.5501;116.5501;1;1864.8018;16;0;6.2500;0;0;1
MONTSIA;22;2020-04-04;2020-04-10;No;37.8654;1.58095;23.9510;13.4724;9;92.8102;62;0;7.1429;0;0;2
MONTSIA;22;2020-04-04;2020-04-10;Si;;;116.5501;116.5501;1;1981.3519;17;0;5.8824;0;0;1
MONTSIA;22;2020-04-03;2020-04-09;No;35.4513;1.18413;29.9387;11.9755;8;95.8040;64;0;8.4746;0;0;4
MONTSIA;22;2020-04-03;2020-04-09;Si;;;116.5501;116.5501;1;1981.3519;17;0;5.8824;0;0;1
MONTSIA;22;2020-04-02;2020-04-08;No;25.2341;0.842857;29.9387;8.9816;6;101.7918;68;0;7.9365;0;0;4
MONTSIA;22;2020-04-02;2020-04-08;Si;;;116.5501;116.5501;1;2214.4522;19;0;5.2632;0;0;1
MONTSIA;22;2020-04-01;2020-04-07;No;18.739;0.596104;31.4357;7.4846;5;97.3010;65;0;8.3333;0;0;5
MONTSIA;22;2020-04-01;2020-04-07;Si;;;116.5501;116.5501;1;2214.4522;19;0;5.2632;0;0;1
MONTSIA;22;2020-03-31;2020-04-06;No;12.7512;0.405628;31.4357;5.9877;4;98.7979;66;0;7.9365;0;0;6
MONTSIA;22;2020-03-31;2020-04-06;Si;;;0.0000;0.0000;0;1165.5011;10;0;0.0000;0;0;1
MONTSIA;22;2020-03-30;2020-04-05;No;14.2481;0.453247;31.4357;7.4846;5;88.3193;59;0;10.5263;0;0;7
MONTSIA;22;2020-03-30;2020-04-05;Si;;;0.0000;0.0000;0;1165.5011;10;0;0.0000;0;0;1
MONTSIA;22;2020-03-29;2020-04-04;No;32.2114;1.02468;31.4357;10.4785;7;97.3010;65;0;14.2857;0;0;6
MONTSIA;22;2020-03-29;2020-04-04;Si;;;0.0000;0.0000;0;1165.5011;10;0;0.0000;0;0;0
MONTSIA;22;2020-03-28;2020-04-03;No;50.6237;1.61039;31.4357;10.4785;7;86.8224;58;0;16.3636;0;0;5
MONTSIA;22;2020-03-28;2020-04-03;Si;;;0.0000;0.0000;0;932.4009;8;0;0.0000;0;0;0
