NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCR_TAR;PCR;TAR;PERC_PCR_TAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS
BAIX EMPORDA;10;2020-06-30;2020-07-06;No;16.6458;1.80952;9.1989;5.3660;7;486.7802;635;0;0.9740;0;0;0
BAIX EMPORDA;10;2020-06-30;2020-07-06;Si;;;142.0454;142.0454;1;3125.0000;22;0;5.2632;0;0;0
BAIX EMPORDA;10;2020-06-29;2020-07-05;No;18.9456;2.05952;9.1989;6.8992;9;499.8121;652;0;0.9509;0;0;0
BAIX EMPORDA;10;2020-06-29;2020-07-05;Si;;;142.0454;142.0454;1;3267.0454;23;0;5.0000;0;0;0
BAIX EMPORDA;10;2020-06-28;2020-07-04;No;18.617;2.02381;9.1989;6.8992;9;505.1782;659;0;0.9404;0;0;0
BAIX EMPORDA;10;2020-06-28;2020-07-04;Si;;;142.0454;142.0454;1;3125.0000;22;0;5.5556;0;0;0
BAIX EMPORDA;10;2020-06-27;2020-07-03;No;16.4633;1.95238;8.4324;6.1326;8;512.0775;668;0;0.9288;0;0;0
BAIX EMPORDA;10;2020-06-27;2020-07-03;Si;;;142.0454;142.0454;1;3551.1363;25;0;5.0000;0;0;0
BAIX EMPORDA;10;2020-06-26;2020-07-02;No;15.2587;1.80952;8.4324;6.1326;8;505.1782;659;0;0.7899;1;0;0
BAIX EMPORDA;10;2020-06-26;2020-07-02;Si;;;142.0454;142.0454;1;4403.4090;31;0;4.1667;0;0;1
BAIX EMPORDA;10;2020-06-25;2020-07-01;No;11.0972;1.80952;6.1326;4.5994;6;453.8172;592;0;0.7055;1;0;0
BAIX EMPORDA;10;2020-06-25;2020-07-01;Si;;;142.0454;142.0454;1;4687.5000;33;0;4.1667;0;0;1
BAIX EMPORDA;10;2020-06-24;2020-06-30;No;10.8052;1.7619;6.1326;5.3660;7;385.5913;503;0;1.0417;1;0;0
BAIX EMPORDA;10;2020-06-24;2020-06-30;Si;;;142.0454;142.0454;1;4687.5000;33;0;4.0000;0;0;1
BAIX EMPORDA;10;2020-06-23;2020-06-29;No;7.22778;1.57143;4.5994;3.8329;5;426.2202;556;0;0.5693;1;0;0
BAIX EMPORDA;10;2020-06-23;2020-06-29;Si;;;0.0000;0.0000;0;4403.4090;31;0;0.0000;0;0;1
BAIX EMPORDA;10;2020-06-22;2020-06-28;No;5.91364;1.28571;4.5994;2.2997;3;414.7214;541;0;0.5882;1;0;0
BAIX EMPORDA;10;2020-06-22;2020-06-28;Si;;;0.0000;0.0000;0;4545.4545;32;0;0.0000;0;0;2
BAIX EMPORDA;10;2020-06-21;2020-06-27;No;5.91364;1.28571;4.5994;2.2997;3;407.0556;531;0;0.5988;1;0;0
BAIX EMPORDA;10;2020-06-21;2020-06-27;Si;;;0.0000;0.0000;0;4687.5000;33;0;0.0000;0;0;2
BAIX EMPORDA;10;2020-06-20;2020-06-26;No;4.92803;1.07143;4.5994;2.2997;3;384.8247;502;0;0.6329;1;0;1
BAIX EMPORDA;10;2020-06-20;2020-06-26;Si;;;0.0000;0.0000;0;4261.3636;30;0;0.0000;0;0;2
BAIX EMPORDA;10;2020-06-19;2020-06-25;No;4.21621;0.785714;5.3660;2.2997;3;351.8616;459;0;0.6977;0;0;2
BAIX EMPORDA;10;2020-06-19;2020-06-25;Si;;;0.0000;0.0000;0;3977.2727;28;0;0.0000;0;0;1
BAIX EMPORDA;10;2020-06-18;2020-06-24;No;1.91646;0.5;3.8329;1.5331;2;349.5618;456;0;0.2347;0;0;2
BAIX EMPORDA;10;2020-06-18;2020-06-24;Si;;;0.0000;0.0000;0;4971.5909;35;0;0.0000;0;0;1
BAIX EMPORDA;10;2020-06-17;2020-06-23;No;1.97121;0.642857;3.0663;0.7665;1;367.1933;479;0;0.0000;1;0;2
BAIX EMPORDA;10;2020-06-17;2020-06-23;Si;;;0.0000;0.0000;0;5113.6363;36;0;0.0000;1;0;1
BAIX EMPORDA;10;2020-06-16;2020-06-22;No;2.84731;0.928571;3.0663;0.7665;1;372.5593;486;0;0.0000;1;0;2
BAIX EMPORDA;10;2020-06-16;2020-06-22;Si;;;0.0000;0.0000;0;5823.8636;41;0;0.0000;1;0;1
BAIX EMPORDA;10;2020-06-15;2020-06-21;No;3.7234;1.21429;3.0663;2.2997;3;371.7928;485;0;0.4464;1;0;2
BAIX EMPORDA;10;2020-06-15;2020-06-21;Si;;;0.0000;0.0000;0;5681.8181;40;0;0.0000;1;0;0
BAIX EMPORDA;10;2020-06-14;2020-06-20;No;5.20181;1.35714;3.8329;2.2997;3;384.8247;502;0;0.4348;1;0;2
BAIX EMPORDA;10;2020-06-14;2020-06-20;Si;;;0.0000;0.0000;0;5539.7727;39;0;0.0000;1;0;0
BAIX EMPORDA;10;2020-06-13;2020-06-19;No;5.47559;1.42857;3.8329;2.2997;3;423.1538;552;0;0.3976;1;0;1
BAIX EMPORDA;10;2020-06-13;2020-06-19;Si;;;0.0000;0.0000;0;5681.8181;40;0;0.0000;1;0;1
BAIX EMPORDA;10;2020-06-12;2020-06-18;No;8.10388;1.32143;6.1326;3.0663;4;475.2815;620;0;0.5357;1;0;0
BAIX EMPORDA;10;2020-06-12;2020-06-18;Si;;;0.0000;0.0000;0;5539.7727;39;0;0.0000;1;0;1
BAIX EMPORDA;10;2020-06-11;2020-06-17;No;6.32431;1.17857;5.3660;2.2997;3;545.8071;712;0;0.4702;1;0;0
BAIX EMPORDA;10;2020-06-11;2020-06-17;Si;;;0.0000;0.0000;0;4545.4545;32;0;0.0000;1;0;1
BAIX EMPORDA;10;2020-06-10;2020-06-16;No;4.79114;0.892857;5.3660;2.2997;3;586.4360;765;0;0.4431;0;0;0
BAIX EMPORDA;10;2020-06-10;2020-06-16;Si;;;0.0000;0.0000;0;5255.6818;37;0;0.0000;0;0;3
BAIX EMPORDA;10;2020-06-09;2020-06-15;No;4.5995;0.75;6.1326;2.2997;3;596.4016;778;0;0.4392;0;0;0
BAIX EMPORDA;10;2020-06-09;2020-06-15;Si;;;0.0000;0.0000;0;5681.8181;40;0;0.0000;0;0;3
BAIX EMPORDA;10;2020-06-08;2020-06-14;No;2.79255;0.607143;4.5994;0.7665;1;594.8684;776;0;0.1466;0;0;0
BAIX EMPORDA;10;2020-06-08;2020-06-14;Si;;;0.0000;0.0000;0;6107.9545;43;0;0.0000;1;0;3
BAIX EMPORDA;10;2020-06-07;2020-06-13;No;4.76377;1.03571;4.5994;1.5331;2;592.5687;773;0;0.2933;0;0;1
BAIX EMPORDA;10;2020-06-07;2020-06-13;Si;;;0.0000;0.0000;0;6107.9545;43;0;0.0000;1;0;3
BAIX EMPORDA;10;2020-06-06;2020-06-12;No;6.78974;1.10714;6.1326;1.5331;2;598.7014;781;0;0.2920;0;0;1
BAIX EMPORDA;10;2020-06-06;2020-06-12;Si;;;0.0000;0.0000;0;6960.2272;49;0;0.0000;1;0;2
BAIX EMPORDA;10;2020-06-05;2020-06-11;No;6.89925;1.28571;5.3660;3.0663;4;613.2664;800;0;0.5747;0;0;1
BAIX EMPORDA;10;2020-06-05;2020-06-11;Si;;;0.0000;0.0000;0;7670.4545;54;0;0.0000;1;0;2
BAIX EMPORDA;10;2020-06-04;2020-06-10;No;10.0751;1.31429;7.6658;3.0663;4;602.5343;786;0;0.5891;0;0;1
BAIX EMPORDA;10;2020-06-04;2020-06-10;Si;;;0.0000;0.0000;0;8948.8636;63;0;0.0000;1;0;2
BAIX EMPORDA;10;2020-06-03;2020-06-09;No;13.3349;1.3381;9.9655;3.0663;4;625.5318;816;0;0.5690;0;0;1
BAIX EMPORDA;10;2020-06-03;2020-06-09;Si;;;284.0909;0.0000;0;8806.8181;62;0;0.0000;1;0;1
BAIX EMPORDA;10;2020-06-02;2020-06-08;No;14.8547;1.21111;12.2653;3.8329;5;601.0011;784;0;0.7342;0;0;1
BAIX EMPORDA;10;2020-06-02;2020-06-08;Si;;;284.0909;0.0000;0;9090.9090;64;0;0.0000;1;0;1
BAIX EMPORDA;10;2020-06-01;2020-06-07;No;15.2331;1.10397;13.7984;3.8329;5;582.6031;760;0;0.7645;0;0;1
BAIX EMPORDA;10;2020-06-01;2020-06-07;Si;;;284.0909;0.0000;0;8096.5909;57;0;0.0000;1;0;1
BAIX EMPORDA;10;2020-05-31;2020-06-06;No;8.00532;0.580159;13.7984;3.0663;4;580.3034;757;0;0.6126;1;0;0
BAIX EMPORDA;10;2020-05-31;2020-06-06;Si;;;284.0909;0.0000;0;8096.5909;57;0;0.0000;1;0;1
BAIX EMPORDA;10;2020-05-30;2020-06-05;No;8.33385;0.603968;13.7984;4.5994;6;602.5343;786;0;0.8759;1;0;0
BAIX EMPORDA;10;2020-05-30;2020-06-05;Si;;;284.0909;0.0000;0;7670.4545;54;0;0.0000;2;0;1
BAIX EMPORDA;10;2020-05-29;2020-06-04;No;10.0362;0.818254;12.2653;2.2997;3;630.8978;823;0;0.5510;3;0;0
BAIX EMPORDA;10;2020-05-29;2020-06-04;Si;;;284.0909;0.0000;0;11931.8181;84;0;0.0000;2;0;2
BAIX EMPORDA;10;2020-05-28;2020-06-03;No;16.1621;1.00397;16.0982;4.5994;6;634.7308;828;0;0.8163;4;0;1
BAIX EMPORDA;10;2020-05-28;2020-06-03;Si;;;284.0909;0.0000;0;13210.2272;93;0;0.0000;2;0;3
BAIX EMPORDA;10;2020-05-27;2020-06-02;No;19.8004;1.12302;17.6314;6.8992;9;659.2614;860;0;1.0485;5;2;1
BAIX EMPORDA;10;2020-05-27;2020-06-02;Si;;;284.0909;284.0909;2;20170.4545;142;0;1.9417;2;0;2
BAIX EMPORDA;10;2020-05-26;2020-06-01;No;23.6197;1.18506;19.9311;8.4324;11;736.6863;961;0;1.1848;6;2;1
BAIX EMPORDA;10;2020-05-26;2020-06-01;Si;;;284.0909;284.0909;2;21164.7727;149;0;1.7544;2;0;2
BAIX EMPORDA;10;2020-05-25;2020-05-31;No;24.3315;1.22078;19.9311;9.9655;13;768.1162;1002;0;1.3559;7;2;1
BAIX EMPORDA;10;2020-05-25;2020-05-31;Si;;;284.0909;284.0909;2;22159.0909;156;0;1.7094;1;0;2
BAIX EMPORDA;10;2020-05-24;2020-05-30;No;24.8061;1.24459;19.9311;10.7321;14;799.5461;1043;0;1.4054;6;2;1
BAIX EMPORDA;10;2020-05-24;2020-05-30;Si;;;284.0909;284.0909;2;22727.2727;160;0;1.6667;1;0;2
BAIX EMPORDA;10;2020-05-23;2020-05-29;No;28.6025;1.43506;19.9311;9.1989;12;803.3790;1048;0;1.1765;6;2;2
BAIX EMPORDA;10;2020-05-23;2020-05-29;Si;;;426.1363;284.0909;2;27130.6818;191;0;1.3699;0;0;2
BAIX EMPORDA;10;2020-05-22;2020-05-28;No;27.7982;1.16976;23.7640;9.9655;13;800.3127;1044;0;1.0672;4;2;2
BAIX EMPORDA;10;2020-05-22;2020-05-28;Si;;;426.1363;284.0909;2;34517.0454;243;0;1.0152;1;0;2
BAIX EMPORDA;10;2020-05-21;2020-05-27;No;27.4836;1.08643;25.2972;11.4987;15;851.6738;1111;0;1.3944;4;2;3
BAIX EMPORDA;10;2020-05-21;2020-05-27;Si;;;426.1363;284.0909;2;42187.5000;297;0;0.8065;1;0;1
BAIX EMPORDA;10;2020-05-20;2020-05-26;No;26.8495;1.00071;26.8304;10.7321;14;880.8039;1149;0;1.1364;3;0;3
BAIX EMPORDA;10;2020-05-20;2020-05-26;Si;;;284.0909;0.0000;0;36079.5454;254;0;0.0000;1;0;2
BAIX EMPORDA;10;2020-05-19;2020-05-25;No;29.2692;0.954535;30.6633;11.4987;15;936.7645;1222;0;1.0545;3;0;3
BAIX EMPORDA;10;2020-05-19;2020-05-25;Si;;;568.1818;0.0000;0;48863.6363;344;0;0.0000;1;0;2
BAIX EMPORDA;10;2020-05-18;2020-05-24;No;28.9741;0.899913;32.1964;9.9655;13;961.2952;1254;0;0.8598;2;0;4
BAIX EMPORDA;10;2020-05-18;2020-05-24;Si;;;568.1818;0.0000;0;56960.2272;401;0;0.0000;1;0;2
BAIX EMPORDA;10;2020-05-17;2020-05-23;No;30.7356;0.890985;34.4962;9.1989;12;931.3984;1215;0;0.8021;2;0;4
BAIX EMPORDA;10;2020-05-17;2020-05-23;Si;;;710.2272;0.0000;0;56250.0000;396;0;0.0000;1;0;2
BAIX EMPORDA;10;2020-05-16;2020-05-22;No;22.8369;0.633842;36.0294;10.7321;14;985.0592;1285;0;0.7582;2;0;4
BAIX EMPORDA;10;2020-05-16;2020-05-22;Si;;;710.2272;142.0454;1;59375.0000;418;0;0.0000;2;0;2
BAIX EMPORDA;10;2020-05-15;2020-05-21;No;27.984;0.776699;36.0294;13.7984;18;1007.2902;1314;0;0.9868;2;0;4
BAIX EMPORDA;10;2020-05-15;2020-05-21;Si;;;710.2272;142.0454;1;50426.1363;355;0;0.0000;1;0;1
BAIX EMPORDA;10;2020-05-14;2020-05-20;No;37.0599;1.07432;34.4962;13.7984;18;1011.1231;1319;0;0.9046;3;2;2
BAIX EMPORDA;10;2020-05-14;2020-05-20;Si;;;710.2272;142.0454;1;51136.3636;360;0;0.0000;2;0;1
BAIX EMPORDA;10;2020-05-13;2020-05-19;No;50.6919;1.50289;33.7296;16.0982;21;1004.2238;1310;0;1.0842;6;2;3
BAIX EMPORDA;10;2020-05-13;2020-05-19;Si;;;852.2727;284.0909;2;57102.2727;402;0;0.0000;3;0;0
BAIX EMPORDA;10;2020-05-12;2020-05-18;No;59.2582;1.75686;33.7296;19.1645;25;1095.4472;1429;0;0.9954;5;2;4
BAIX EMPORDA;10;2020-05-12;2020-05-18;Si;;;994.3181;568.1818;4;58948.8636;415;0;0.5510;3;0;0
BAIX EMPORDA;10;2020-05-11;2020-05-17;No;73.743;1.84994;39.8623;22.2309;29;1124.5774;1467;0;1.1244;5;2;3
BAIX EMPORDA;10;2020-05-11;2020-05-17;Si;;;1136.3636;568.1818;4;55681.8181;392;0;0.6061;3;0;0
BAIX EMPORDA;10;2020-05-10;2020-05-16;No;76.9488;1.85887;41.3954;25.2972;33;1198.9359;1564;0;1.1905;6;2;3
BAIX EMPORDA;10;2020-05-10;2020-05-16;Si;;;1136.3636;710.2272;5;55965.9090;394;0;0.6042;4;0;0
BAIX EMPORDA;10;2020-05-09;2020-05-15;No;70.6821;1.77316;39.8623;25.2972;33;1150.6412;1501;0;1.3991;6;2;2
BAIX EMPORDA;10;2020-05-09;2020-05-15;Si;;;994.3181;568.1818;4;67897.7272;478;0;0.4751;3;0;2
BAIX EMPORDA;10;2020-05-08;2020-05-14;No;61.7057;1.60989;38.3291;22.2309;29;1087.7814;1419;0;1.3386;6;3;2
BAIX EMPORDA;10;2020-05-08;2020-05-14;Si;;;994.3181;568.1818;4;64914.7727;457;0;0.7576;3;0;3
BAIX EMPORDA;10;2020-05-07;2020-05-13;No;50.506;1.34458;37.5625;20.6977;27;1087.0148;1418;0;1.0998;6;2;2
BAIX EMPORDA;10;2020-05-07;2020-05-13;Si;;;994.3181;568.1818;4;71022.7272;500;0;0.6849;2;0;3
BAIX EMPORDA;10;2020-05-06;2020-05-12;No;40.5618;0.962044;42.1620;17.6314;23;1028.7545;1342;0;1.0870;4;2;1
BAIX EMPORDA;10;2020-05-06;2020-05-12;Si;;;852.2727;568.1818;4;69318.1818;488;0;0.7126;1;0;3
BAIX EMPORDA;10;2020-05-05;2020-05-11;No;30.557;0.781593;39.0957;14.5650;19;841.7082;1098;0;1.2698;6;2;1
BAIX EMPORDA;10;2020-05-05;2020-05-11;Si;;;710.2272;426.1363;3;54971.5909;387;0;0.3145;1;0;3
BAIX EMPORDA;10;2020-05-04;2020-05-10;No;29.623;0.743132;39.8623;17.6314;23;791.8803;1033;0;1.9340;9;3;3
BAIX EMPORDA;10;2020-05-04;2020-05-10;Si;;;994.3181;568.1818;4;50710.2272;357;0;0.6667;1;0;3
BAIX EMPORDA;10;2020-05-03;2020-05-09;No;27.6363;0.751068;36.7959;16.0982;21;765.8165;999;0;2.0142;8;3;5
BAIX EMPORDA;10;2020-05-03;2020-05-09;Si;;;852.2727;426.1363;3;51704.5454;364;0;0.6515;0;0;4
BAIX EMPORDA;10;2020-05-02;2020-05-08;No;29.9221;0.765354;39.0957;14.5650;19;738.2195;963;0;1.8496;8;3;5
BAIX EMPORDA;10;2020-05-02;2020-05-08;Si;;;852.2727;426.1363;3;32244.3181;227;0;1.1429;0;0;4
BAIX EMPORDA;10;2020-05-01;2020-05-07;No;36.6242;0.783211;46.7615;16.0982;21;729.0205;951;0;1.8657;8;2;5
BAIX EMPORDA;10;2020-05-01;2020-05-07;Si;;;852.2727;426.1363;3;31676.1363;223;0;0.5682;0;0;3
BAIX EMPORDA;10;2020-04-30;2020-05-06;No;36.7709;0.737958;49.8279;16.8648;22;687.6250;897;0;2.1563;6;1;5
BAIX EMPORDA;10;2020-04-30;2020-05-06;Si;;;1136.3636;426.1363;3;15767.0454;111;0;1.5873;0;0;4
BAIX EMPORDA;10;2020-04-29;2020-05-05;No;39.8596;0.764654;52.1276;24.5306;32;674.5931;880;0;2.7322;5;1;5
BAIX EMPORDA;10;2020-04-29;2020-05-05;Si;;;994.3181;284.0909;2;10937.5000;77;0;2.7027;0;0;6
BAIX EMPORDA;10;2020-04-28;2020-05-04;No;41.6731;0.715291;58.2603;24.5306;32;673.8265;879;0;2.6560;3;1;5
BAIX EMPORDA;10;2020-04-28;2020-05-04;Si;;;994.3181;284.0909;2;10653.4090;75;0;5.2632;0;0;7
BAIX EMPORDA;10;2020-04-27;2020-05-03;No;42.6148;0.694883;61.3266;22.2309;29;684.5587;893;0;1.9330;0;0;3
BAIX EMPORDA;10;2020-04-27;2020-05-03;Si;;;994.3181;426.1363;3;9375.0000;66;0;2.9412;0;0;7
BAIX EMPORDA;10;2020-04-26;2020-05-02;No;46.0575;0.682745;67.4593;20.6977;27;690.6913;901;0;2.0382;0;0;1
BAIX EMPORDA;10;2020-04-26;2020-05-02;Si;;;994.3181;426.1363;3;9659.0909;68;0;2.7027;0;0;6
BAIX EMPORDA;10;2020-04-25;2020-05-01;No;49.8201;0.714173;69.7590;24.5306;32;715.9886;934;0;2.0808;0;0;2
BAIX EMPORDA;10;2020-04-25;2020-05-01;Si;;;1136.3636;426.1363;3;10227.2727;72;0;2.9412;0;0;6
BAIX EMPORDA;10;2020-04-24;2020-04-30;No;51.9052;0.728062;71.2922;30.6633;40;742.0524;968;0;2.5913;0;0;2
BAIX EMPORDA;10;2020-04-24;2020-04-30;Si;;;1278.4090;426.1363;3;10937.5000;77;0;3.0303;0;0;7
BAIX EMPORDA;10;2020-04-23;2020-04-29;No;60.0221;0.782982;76.6583;32.9630;43;717.5217;936;0;3.0377;0;0;3
BAIX EMPORDA;10;2020-04-23;2020-04-29;Si;;;1704.5454;710.2272;5;12784.0909;90;0;5.1282;0;0;7
BAIX EMPORDA;10;2020-04-22;2020-04-28;No;61.2414;0.806958;75.8917;27.5969;36;718.2883;937;0;2.8083;0;0;5
BAIX EMPORDA;10;2020-04-22;2020-04-28;Si;;;1704.5454;710.2272;5;13920.4545;98;0;4.0816;0;0;6
BAIX EMPORDA;10;2020-04-21;2020-04-27;No;71.8956;0.937871;76.6583;33.7296;44;665.3941;868;0;3.5809;0;0;5
BAIX EMPORDA;10;2020-04-21;2020-04-27;Si;;;2556.8181;710.2272;5;13778.4090;97;0;1.8182;0;0;6
BAIX EMPORDA;10;2020-04-20;2020-04-26;No;82.8824;1.02971;80.4912;39.0957;51;633.1976;826;0;4.9157;0;0;6
BAIX EMPORDA;10;2020-04-20;2020-04-26;Si;;;2982.9545;568.1818;4;14772.7272;104;0;1.6667;0;0;6
BAIX EMPORDA;10;2020-04-19;2020-04-25;No;92.002;1.09105;84.3241;46.7615;61;582.6031;760;0;5.5470;0;0;6
BAIX EMPORDA;10;2020-04-19;2020-04-25;Si;;;2982.9545;568.1818;4;13210.2272;93;0;2.0408;0;0;6
BAIX EMPORDA;10;2020-04-18;2020-04-24;No;92.1206;1.10248;83.5575;45.2284;59;560.3722;731;0;5.6361;0;0;7
BAIX EMPORDA;10;2020-04-18;2020-04-24;Si;;;3267.0454;710.2272;5;14062.5000;99;0;3.3333;0;0;5
BAIX EMPORDA;10;2020-04-17;2020-04-23;No;93.0342;1.13423;82.0243;40.6289;53;522.0430;681;0;5.5160;0;0;9
BAIX EMPORDA;10;2020-04-17;2020-04-23;Si;;;3267.0454;852.2727;6;15198.8636;107;0;4.6154;0;0;5
BAIX EMPORDA;10;2020-04-16;2020-04-22;No;94.6779;1.12278;84.3241;43.6952;57;489.8466;639;0;6.5259;0;0;9
BAIX EMPORDA;10;2020-04-16;2020-04-22;Si;;;3693.1818;994.3181;7;14062.5000;99;0;7.8125;0;0;5
BAIX EMPORDA;10;2020-04-15;2020-04-21;No;94.2995;1.13901;82.7909;48.2947;63;438.4855;572;0;8.4967;0;0;8
BAIX EMPORDA;10;2020-04-15;2020-04-21;Si;;;3835.2272;994.3181;7;14630.6818;103;0;9.5238;0;0;4
BAIX EMPORDA;10;2020-04-14;2020-04-20;No;87.3025;1.09505;79.7246;42.9286;56;415.4880;542;0;9.2637;0;0;7
BAIX EMPORDA;10;2020-04-14;2020-04-20;Si;;;5397.7272;1846.5909;13;15909.0909;112;0;16.6667;0;0;4
BAIX EMPORDA;10;2020-04-13;2020-04-19;No;87.0086;1.06077;82.0243;41.3954;54;405.5224;529;0;8.0882;0;0;7
BAIX EMPORDA;10;2020-04-13;2020-04-19;Si;;;5681.8181;2414.7727;17;16619.3181;117;0;18.5714;0;0;4
BAIX EMPORDA;10;2020-04-12;2020-04-18;No;80.0704;1.02403;78.1914;37.5625;49;419.3209;547;0;7.7283;0;0;7
BAIX EMPORDA;10;2020-04-12;2020-04-18;Si;;;5965.9090;2414.7727;17;17045.4545;120;0;17.8082;0;0;5
BAIX EMPORDA;10;2020-04-11;2020-04-17;No;81.4907;1.00287;81.2578;38.3291;50;404.7558;528;0;8.6634;0;0;5
BAIX EMPORDA;10;2020-04-11;2020-04-17;Si;;;5823.8636;2556.8181;18;16477.2727;116;0;17.9104;0;0;5
BAIX EMPORDA;10;2020-04-10;2020-04-16;No;80.3906;0.911902;88.1570;41.3954;54;389.4242;508;0;9.8985;0;0;3
BAIX EMPORDA;10;2020-04-10;2020-04-16;Si;;;6392.0454;2414.7727;17;14630.6818;103;0;17.4603;0;0;5
BAIX EMPORDA;10;2020-04-09;2020-04-15;No;74.8415;0.834445;89.6902;40.6289;53;390.9573;510;0;9.2965;0;0;2
BAIX EMPORDA;10;2020-04-09;2020-04-15;Si;;;6676.1363;2698.8636;19;15767.0454;111;0;14.1026;0;0;4
BAIX EMPORDA;10;2020-04-08;2020-04-14;No;66.0616;0.783424;84.3241;34.4962;45;418.5543;546;0;6.7757;0;0;1
BAIX EMPORDA;10;2020-04-08;2020-04-14;Si;;;7102.2727;2840.9090;20;15767.0454;111;0;12.9412;0;0;6
BAIX EMPORDA;10;2020-04-07;2020-04-13;No;70.2357;0.840567;83.5575;36.7959;48;442.3184;577;0;6.8584;0;0;1
BAIX EMPORDA;10;2020-04-07;2020-04-13;Si;;;7528.4090;3551.1363;25;13636.3636;96;0;11.5385;0;0;7
BAIX EMPORDA;10;2020-04-06;2020-04-12;No;79.2912;0.90732;87.3904;40.6289;53;452.2840;590;0;9.2473;0;0;0
BAIX EMPORDA;10;2020-04-06;2020-04-12;Si;;;7386.3636;3267.0454;23;13352.2727;94;0;13.1579;0;0;8
BAIX EMPORDA;10;2020-04-05;2020-04-11;No;84.7902;0.970246;87.3904;40.6289;53;434.6526;567;0;10.0917;0;0;1
BAIX EMPORDA;10;2020-04-05;2020-04-11;Si;;;7528.4090;3551.1363;25;14204.5454;100;0;14.6341;0;0;7
BAIX EMPORDA;10;2020-04-04;2020-04-10;No;92.0685;1.03537;88.9236;42.9286;56;439.2521;573;0;11.0112;0;0;1
BAIX EMPORDA;10;2020-04-04;2020-04-10;Si;;;7528.4090;3267.0454;23;14772.7272;104;0;14.1176;0;0;7
BAIX EMPORDA;10;2020-04-03;2020-04-09;No;100.922;1.10632;91.2233;46.7615;61;459.9498;600;0;11.9914;0;0;1
BAIX EMPORDA;10;2020-04-03;2020-04-09;Si;;;7954.5454;3977.2727;28;16193.1818;114;0;18.6813;0;0;7
BAIX EMPORDA;10;2020-04-02;2020-04-08;No;106.01;1.10632;95.8228;49.0613;64;460.7164;601;0;13.1183;0;0;3
BAIX EMPORDA;10;2020-04-02;2020-04-08;Si;;;7386.3636;3977.2727;28;13920.4545;98;0;25.6757;0;0;8
BAIX EMPORDA;10;2020-04-01;2020-04-07;No;119.414;1.04547;114.2208;49.8279;65;484.4805;632;0;13.3333;0;0;3
BAIX EMPORDA;10;2020-04-01;2020-04-07;Si;;;7670.4545;4261.3636;30;14204.5454;100;0;30.0000;0;0;8
BAIX EMPORDA;10;2020-03-31;2020-04-06;No;108.3;0.90562;119.5869;46.7615;61;461.4830;602;0;12.7615;0;0;4
BAIX EMPORDA;10;2020-03-31;2020-04-06;Si;;;6534.0909;3977.2727;28;15625.0000;110;0;35.4430;0;0;8
BAIX EMPORDA;10;2020-03-30;2020-04-05;No;97.166;0.7922;122.6532;46.7615;61;468.3822;611;0;12.1649;0;0;6
BAIX EMPORDA;10;2020-03-30;2020-04-05;Si;;;6250.0000;4119.3181;29;14772.7272;104;0;39.1892;0;0;8
BAIX EMPORDA;10;2020-03-29;2020-04-04;No;89.745;0.71385;125.7196;46.7615;61;454.5837;593;0;12.6316;0;0;7
BAIX EMPORDA;10;2020-03-29;2020-04-04;Si;;;5965.9090;3977.2727;28;13636.3636;96;0;42.4242;0;0;9
BAIX EMPORDA;10;2020-03-28;2020-04-03;No;83.9143;0.651579;128.7859;45.9949;60;437.7189;571;0;13.6865;0;0;8
BAIX EMPORDA;10;2020-03-28;2020-04-03;Si;;;6250.0000;4261.3636;30;12784.0909;90;0;48.3871;0;0;8
BAIX EMPORDA;10;2020-03-27;2020-04-02;No;88.828;0.685652;129.5525;44.4618;58;469.1488;612;0;13.5776;0;0;8
BAIX EMPORDA;10;2020-03-27;2020-04-02;Si;;;5539.7727;3977.2727;28;12500.0000;88;0;44.4444;0;0;9
BAIX EMPORDA;10;2020-03-26;2020-04-01;No;105.745;0.841114;125.7196;46.7615;61;438.4855;572;0;15.4195;0;0;7
BAIX EMPORDA;10;2020-03-26;2020-04-01;Si;;;5113.6363;3409.0909;24;11647.7272;82;0;40.6780;0;0;8
BAIX EMPORDA;10;2020-03-25;2020-03-31;No;137.249;1.05941;129.5525;64.3929;84;384.0581;501;0;23.0964;0;0;8
BAIX EMPORDA;10;2020-03-25;2020-03-31;Si;;;4687.5000;3409.0909;24;8806.8181;62;0;48.9796;0;0;8
BAIX EMPORDA;10;2020-03-24;2020-03-30;No;166.97;1.26634;131.8522;72.8253;95;396.3234;517;0;25.3012;0;0;7
BAIX EMPORDA;10;2020-03-24;2020-03-30;Si;;;3267.0454;2556.8181;18;6250.0000;44;0;51.4286;0;0;6
BAIX EMPORDA;10;2020-03-23;2020-03-29;No;189.661;1.57587;120.3535;75.8917;99;362.5938;473;0;27.0341;0;0;5
BAIX EMPORDA;10;2020-03-23;2020-03-29;Si;;;2698.8636;2130.6818;15;5823.8636;41;0;44.1176;0;0;5
BAIX EMPORDA;10;2020-03-22;2020-03-28;No;242.602;2.05501;118.0537;78.9580;103;384.8247;502;0;26.4631;0;0;3
BAIX EMPORDA;10;2020-03-22;2020-03-28;Si;;;2556.8181;1988.6363;14;6107.9545;43;0;41.1765;0;0;4
